recipenlg_어휘,flavorgraph_노드,매칭방식,recipenlg_빈도,부분후보
moose roast,,부분(미승인),11,roast
seasoned meat tenderizer,,부분(미승인),11,meat
chocolate brownie mix,,부분(미승인),11,brownie|chocolate
liquid green food coloring,,부분(미승인),11,green|liquid
Richardson's caramel,,부분(미승인),11,caramel
ground roasted cumin,,부분(미승인),11,cumin
vanilla milk chips,,부분(미승인),11,milk|vanilla
Ring,,부분(미승인),11,dried_apple_ring|onion_ring|banana_pepper_ring
thin strips green pepper,,부분(미승인),11,green|pepper
Doritos corn chips,,부분(미승인),11,doritos|corn
full milk,,부분(미승인),11,milk
amount garlic,,부분(미승인),11,garlic
potato per,,부분(미승인),11,potato
Del Monte pineapple,,부분(미승인),11,pineapple
red ginger,,부분(미승인),11,ginger
lean chuck roast,,부분(미승인),11,chuck|roast
pecan sandies,,부분(미승인),11,pecan
chuck meat,,부분(미승인),11,meat|chuck
boiling pineapple,,부분(미승인),11,pineapple
lots of garlic,,부분(미승인),11,garlic
alphabet soup,,부분(미승인),11,soup
Tawny,,부분(미승인),11,tawny_port
candy kisses,,부분(미승인),11,candy
extra chunky peanut butter,,부분(미승인),11,butter|peanut
basil soup,,부분(미승인),11,soup|basil
soft Crisco,,부분(미승인),11,crisco
egg substitutes,egg_substitute,정확(수),11,
favorite vodka,,부분(미승인),11,vodka
tender spinach,,부분(미승인),11,spinach
turnip,turnip,정확,11,
boneless beef steak,,부분(미승인),11,beef|steak
round beef,,부분(미승인),11,beef
cherry chip cake mix,,부분(미승인),11,cherry|cake|chip
rhubarb juice,,부분(미승인),11,rhubarb|juice
Betty Crocker fudge brownie mix,betty_crocker_fudge_brownie_mix,정확,11,
green spinach noodles,,부분(미승인),11,spinach|green
onion-mushroom soup,,부분(미승인),11,soup
pickle vinegar,,부분(미승인),11,pickle|vinegar
clam sauce,,부분(미승인),11,clam
broccoli-cheese soup,,부분(미승인),11,soup
mushroom juice,,부분(미승인),11,mushroom|juice
fresh apple cider,,부분(미승인),11,cider|apple
Club soda,club_soda,정확,11,
recipe biscuit dough,,부분(미승인),11,biscuit
strawberry banana jello,,부분(미승인),11,strawberry|banana
cream cornstarch,,부분(미승인),11,cornstarch|cream
blueberry jello,,부분(미승인),11,blueberry
chicken white meat,,부분(미승인),11,meat|chicken
elk meat,,부분(미승인),11,meat
beef marrow,,부분(미승인),11,beef|marrow
additional flour,,부분(미승인),11,flour
milk cream,,부분(미승인),11,cream|milk
cold vinegar,,부분(미승인),11,vinegar
cinnamon spice,,부분(미승인),11,spice|cinnamon
venison steaks,venison_steak,정확(수),11,
sweet applesauce,,부분(미승인),11,applesauce
solid,,부분(미승인),11,solid_white_tuna_packed_in_water|solid_shortening|canned_solid_pack_pumpkin
favorite cake mix,,부분(미승인),11,cake
sudsy ammonia,,부분(미승인),11,ammonia
cocktail sausage,,부분(미승인),11,sausage
ahi,ahi,정확,11,
frozen onion rings,,부분(미승인),11,onion
handful coconut,,부분(미승인),11,coconut
oatmeal flakes,,부분(미승인),11,oatmeal
bottles white grape juice,,부분(미승인),11,grape|juice
pea soup,,부분(미승인),11,soup|pea
lime-flavored sparkling water,,부분(미승인),11,water
vanilla Jell-O,,부분(미승인),11,vanilla
ring smoked sausage,,부분(미승인),11,sausage
chicken broth granules,,부분(미승인),11,chicken|broth
cooked crisp bacon,,부분(미승인),11,bacon
Wax Paper,wax_paper,정확,11,
White Almond,,부분(미승인),11,almond
tostada chips,,부분(미승인),11,tostada
unsweetened orange,,부분(미승인),11,orange
fajita meat,,부분(미승인),11,meat
lite beer,,부분(미승인),11,beer
blueberry vinegar,,부분(미승인),11,blueberry|vinegar
several green onions,,부분(미승인),11,green
chocolate for,,부분(미승인),11,chocolate
pineapple grapefruit juice,,부분(미승인),11,grapefruit|pineapple|juice
asparagus juice,,부분(미승인),11,asparagus|juice
bleached cake flour,,부분(미승인),11,flour|cake
long green peppers,,부분(미승인),11,green
red horseradish,,부분(미승인),11,horseradish
Vegetable Base,,부분(미승인),11,vegetable
pepper salt,,부분(미승인),11,salt|pepper
grains cayenne,,부분(미승인),11,cayenne
honey grahams,,부분(미승인),11,honey
grain salt,,부분(미승인),11,salt|grain
amount butter,,부분(미승인),11,butter
Pepperoni slices,pepperoni_slice,정확(수),11,
vegetable fat,,부분(미승인),11,vegetable|fat
Italian herb seasoning mix,,부분(미승인),11,seasoning|herb
rich beef broth,,부분(미승인),11,beef|broth
cheese whip,,부분(미승인),11,cheese
oil +,,부분(미승인),11,oil
nonfat sugar,,부분(미승인),11,sugar
crumbled cheese crackers,,부분(미승인),11,cheese
lite cheese,,부분(미승인),11,cheese
light vinegar,,부분(미승인),11,vinegar
fully cooked chicken,,부분(미승인),11,chicken
jello instant vanilla pudding,,부분(미승인),11,pudding|vanilla
Strawberry Pie Filling,strawberry_pie_filling,정확,11,
Oscar,,부분(미승인),11,oscar_mayer_smoked_ham|oscar_mayer_center_cut_bacon
cake cream cheese,,부분(미승인),11,cheese|cake|cream
lamb liver,lamb_liver,정확,11,
beef bouillon crystals,,부분(미승인),11,beef|bouillon
Golden sugar,,부분(미승인),11,sugar
macaroni elbows,,부분(미승인),11,macaroni
Orange Sections,orange_section,정확(수),11,
chocolate mint wafers,,부분(미승인),11,mint|chocolate
navy pea beans,,부분(미승인),11,pea
Amaretti cookies,,부분(미승인),11,amaretti
crush pineapple,,부분(미승인),11,pineapple
fruit flavored,,부분(미승인),11,fruit
hot pepper vinegar,,부분(미승인),11,vinegar|pepper
cheese croutons,,부분(미승인),11,cheese
low-calorie mayonnaise,,부분(미승인),11,mayonnaise
Rotini Noodles,rotini_noodle,정확(수),11,
snapper fillet,,부분(미승인),11,fillet
chocolate pudding cake mix,,부분(미승인),11,cake|chocolate|pudding
red baking apples,red_baking_apple,정확(수),11,
Pork chops,pork_chop,정확(수),11,
Italian Progresso bread crumbs,,부분(미승인),11,bread
broccoli florettes,,부분(미승인),11,broccoli
oil of anise,,부분(미승인),11,anise|oil
very hot milk,,부분(미승인),11,milk
regular long-grain rice,,부분(미승인),11,rice
crunchy style peanut butter,,부분(미승인),11,butter|peanut
lemon sauce,,부분(미승인),11,lemon
Graham Cracker crust,graham_cracker_crust,정확,11,
spreadable cheese with,,부분(미승인),11,cheese
thin slices of ham,,부분(미승인),11,ham
red palm oil,,부분(미승인),11,oil
freshly grated lime peel,,부분(미승인),11,lime
Japanese sake,,부분(미승인),11,sake
wrapper,,부분(미승인),11,wonton_wrapper|spring_roll_wrapper|dumpling_wrapper
any fruit,,부분(미승인),11,fruit
black strap molasses,,부분(미승인),11,molasses
freshly grated Gruyere,,부분(미승인),11,gruyere
black Pepper,black_pepper,정확,11,
veal round steak,,부분(미승인),11,steak|veal
canned asparagus,,부분(미승인),11,asparagus
Chinese Noodles,chinese_noodle,정확(수),11,
beef seasoning,,부분(미승인),11,beef|seasoning
melted oil,,부분(미승인),11,oil
watermelon gelatin,,부분(미승인),11,gelatin|watermelon
sour cream topping,,부분(미승인),11,cream
Italian oil,,부분(미승인),11,oil
crusty sourdough bread,,부분(미승인),11,bread
hubbard squash,hubbard_squash,정확,11,
brick of cream cheese,,부분(미승인),11,cheese|cream
tri-color rotini pasta,,부분(미승인),11,pasta
thin sliced pepperoni,,부분(미승인),11,pepperoni
roasting hen,,부분(미승인),11,hen
potato rounds,,부분(미승인),11,potato
regular Doritos,,부분(미승인),11,doritos
Graham crackers,graham_cracker,정확(수),11,
crushed saltine crackers,,부분(미승인),11,saltine
powdered nondairy coffee creamer,,부분(미승인),11,coffee
stoneground cornmeal,,부분(미승인),11,cornmeal
Morton Tender Quick curing salt,,부분(미승인),11,salt
Lemon extract,lemon_extract,정확,11,
ground pork butt,ground_pork_butt,정확,11,
oil flavoring,,부분(미승인),11,flavoring|oil
Mutton,mutton,정확,11,
red Spanish onion,,부분(미승인),11,onion
loose leaf tea,,부분(미승인),11,tea
Pralines,praline,정확(수),11,
carob flour,,부분(미승인),11,flour
lemon powder,,부분(미승인),11,lemon
dark mustard,,부분(미승인),11,mustard
fresh herb leaves,,부분(미승인),11,herb
Cream Corn,,부분(미승인),11,corn|cream
Green Tomato,green_tomato,정확,11,
apple jack,,부분(미승인),11,apple
brown beef stock,,부분(미승인),11,beef|stock
cold smoked salmon,,부분(미승인),11,salmon
mild,,부분(미승인),11,diced_tomatoes_with_mild_green_chilies|mild_chili_powder|mild_curry_paste
hot green chili peppers,hot_green_chili_pepper,정확(수),11,
quail breasts,,부분(미승인),11,quail
fresh green peppers,,부분(미승인),11,green
mushroom onion,,부분(미승인),11,onion|mushroom
whole artichoke hearts,,부분(미승인),11,artichoke
white zinfandel,,부분(미승인),11,zinfandel
Pepper Cheese,,부분(미승인),11,cheese|pepper
lime twists,lime_twist,정확(수),11,
Tonkatsu,,부분(미승인),11,tonkatsu_sauce
Parmesan/Romano cheese,,부분(미승인),11,cheese
chopped green,,부분(미승인),11,green
thin pepperoni,,부분(미승인),11,pepperoni
liquid milk,,부분(미승인),11,liquid|milk
prime beef,,부분(미승인),11,beef
seedless watermelon chunks,,부분(미승인),11,watermelon
Bacon Crumbles,,부분(미승인),11,bacon
ground beef lean,,부분(미승인),11,beef
House seasoning,,부분(미승인),11,seasoning
Ditalini,ditalini,정확,11,
breast meat,,부분(미승인),11,meat
Cream sherry,cream_sherry,정확,11,
chocolate cook,,부분(미승인),11,chocolate
white long-grain rice,,부분(미승인),11,rice
vanilla glaze,,부분(미승인),11,glaze|vanilla
mushroom beef gravy,,부분(미승인),11,beef|gravy|mushroom
turkey roast,,부분(미승인),11,roast|turkey
drops rum,,부분(미승인),11,rum
Italian Spices,italian_spice,정확(수),11,
ground chocolate wafers,,부분(미승인),11,chocolate
sandwich meat,,부분(미승인),11,meat
Red Sweet Pepper,red_sweet_pepper,정확,11,
prewashed spinach,,부분(미승인),11,spinach
date sugar,date_sugar,정확,11,
burdock,,부분(미승인),11,burdock_root
white chocolate baking chips,,부분(미승인),11,chocolate
Bearnaise sauce,bearnaise_sauce,정확,11,
evaporated nonfat milk,,부분(미승인),11,milk
canola margarine,,부분(미승인),11,margarine
sour cream substitute,,부분(미승인),11,cream
praline paste,praline_paste,정확,11,
apple wine,,부분(미승인),11,apple|wine
cloud ear mushrooms,cloud_ear_mushroom,정확(수),11,
Red Delicious Apples,red_delicious_apple,정확(수),11,
Red Wine vinegar,red_wine_vinegar,정확,11,
shredded sweet potato,,부분(미승인),11,potato
ground cocoa,,부분(미승인),11,cocoa
sweet sausages,sweet_sausage,정확(수),11,
beef kielbasa,,부분(미승인),11,beef|kielbasa
gallon ketchup,,부분(미승인),11,ketchup
mixed dry fruit,,부분(미승인),11,fruit
grated orange,,부분(미승인),11,orange
Nonstick spray coating,nonstick_spray_coating,정확,11,
Cream Sherry,cream_sherry,정확,11,
buttermilk cornbread,,부분(미승인),11,cornbread|buttermilk
favorite bread,,부분(미승인),11,bread
homemade meat broth,,부분(미승인),11,meat|broth
portabella,,부분(미승인),11,portabella_mushroom_cap|baby_portabella_mushroom|portabella_mushroom
Chocolate bars,chocolate_bar,정확(수),11,
teriyaki glaze,,부분(미승인),11,glaze
strawberry all-fruit,,부분(미승인),11,strawberry
firm white bread,,부분(미승인),11,bread
Green Zucchini,green_zucchini,정확,11,
beet sugar,beet_sugar,정확,11,
cream filling,,부분(미승인),11,cream
chive flowers,,부분(미승인),11,chive
Lemon Pie Filling,lemon_pie_filling,정확,11,
sesame chili oil,,부분(미승인),11,sesame|oil|chili
whole wheat roll,whole_wheat_roll,정확,11,
pineapple sage,,부분(미승인),11,sage|pineapple
raspberry wine vinegar,,부분(미승인),11,raspberry|vinegar|wine
best olive oil,,부분(미승인),11,olive|oil
Flour +,,부분(미승인),11,flour
pepperonis,pepperoni,정확(수),11,
Cajun Spice Mix,,부분(미승인),11,spice
boneless beef chuck shoulder,,부분(미승인),11,beef|chuck
chicken curry,,부분(미승인),11,curry|chicken
chocolate covered coffee beans,chocolate_covered_coffee_bean,정확(수),11,
Bing,,부분(미승인),11,bing_cherry
turkey pan drippings,,부분(미승인),11,turkey
ground pistachio nuts,,부분(미승인),11,pistachio
herb bouquet,,부분(미승인),11,herb
thin slices hard salami,,부분(미승인),11,salami
bean flour,bean_flour,정확,11,
Fish,fish,정확,11,
fresh seafood,,부분(미승인),11,seafood
Caesar Salad Dressing,caesar_salad_dressing,정확,11,
buttery,,부분(미승인),11,buttery_cracker|earth_balance_natural_buttery_spread
cracked white pepper,,부분(미승인),11,pepper
peeled kiwi fruit,,부분(미승인),11,kiwi|fruit
twine,,부분(미승인),11,kitchen_twine
gallon beef,,부분(미승인),11,beef
almond cookies,,부분(미승인),11,almond
Ground clove,ground_clove,정확,11,
thin slices sweet onion,,부분(미승인),11,onion
yellow chile,,부분(미승인),11,chile
braising beef,,부분(미승인),11,beef
grain white rice,,부분(미승인),11,grain|rice
fresh green herbs,,부분(미승인),11,green
Berbere,berbere,정확,11,
Popping Corn,,부분(미승인),11,corn
corned beef brisket with spice packet,,부분(미승인),11,beef|spice
hulled barley,,부분(미승인),11,barley
whole duck,whole_duck,정확,11,
raspberry walnut vinaigrette,,부분(미승인),11,raspberry|walnut|vinaigrette
deli turkey meat,,부분(미승인),11,meat|turkey
chocolate soy milk,,부분(미승인),11,chocolate|milk
king salmon fillet,,부분(미승인),11,salmon|fillet
beef tri-,,부분(미승인),11,beef
cranberry jam,,부분(미승인),11,jam|cranberry
rum cream,,부분(미승인),11,rum|cream
unsalted natural peanut butter,,부분(미승인),11,butter|peanut
teff,teff,정확,11,
pork shoulder blade roast,,부분(미승인),11,pork|roast
herb salad mix,,부분(미승인),11,herb
palm shortening,,부분(미승인),11,shortening
red fondant,,부분(미승인),11,fondant
white cauliflower,,부분(미승인),11,cauliflower
mushroom ravioli,,부분(미승인),11,ravioli|mushroom
powdered fruit,,부분(미승인),11,fruit
honey mustard salad dressing,,부분(미승인),11,mustard|honey
ground Saigon cinnamon,,부분(미승인),11,cinnamon
grilled steak,,부분(미승인),11,steak
julienned red onion,,부분(미승인),11,onion
ground Mexican oregano,,부분(미승인),11,oregano
fluid ounces tomato juice,,부분(미승인),11,tomato|juice
freshly grated mozzarella cheese,,부분(미승인),11,cheese
claret wine,,부분(미승인),11,wine
light-color corn syrup,,부분(미승인),11,syrup|corn
Vegetable Filling,,부분(미승인),11,vegetable
escargots,escargot,정확(수),11,
baby romaine lettuce leaves,,부분(미승인),11,lettuce
apple syrup,,부분(미승인),11,syrup|apple
powdered green tea,,부분(미승인),11,tea|green
Cinnamon Cream Cheese,,부분(미승인),11,cheese|cinnamon|cream
powdered egg substitute,,부분(미승인),11,egg
extra-lean ground chicken,,부분(미승인),11,chicken
grain penne pasta,,부분(미승인),11,pasta|penne|grain
packets Stevia,,부분(미승인),11,stevia
chick pea,,부분(미승인),11,pea
suckling pig,suckling_pig,정확,11,
warm pita bread,,부분(미승인),11,bread
vanilla bean pods,,부분(미승인),11,bean|vanilla
baby cucumber,,부분(미승인),11,cucumber
Italian Meringue,,부분(미승인),11,meringue
IPA beer,,부분(미승인),11,beer
black rice vinegar,,부분(미승인),11,vinegar|rice
raw kale,,부분(미승인),11,kale
Braising Liquid,,부분(미승인),11,liquid
pork rub,,부분(미승인),11,pork
black licorice laces,,부분(미승인),11,licorice
thyme honey,thyme_honey,정확,11,
full-bodied dry red wine,,부분(미승인),11,wine
bottles dry white wine,,부분(미승인),11,wine
Grenadine Syrup,,부분(미승인),11,grenadine|syrup
shredded daikon radish,,부분(미승인),11,radish
Basil Sauce,,부분(미승인),11,basil
cranberry-grape juice,,부분(미승인),11,juice
spring garlic,,부분(미승인),11,garlic
brut Champagne,brut_champagne,정확,11,
thin slices baguette,,부분(미승인),11,baguette
black tiger shrimp,,부분(미승인),11,shrimp
cayenne chiles,,부분(미승인),11,cayenne
enriched white rice,,부분(미승인),11,rice
starchy potato,,부분(미승인),11,potato
reblochon cheese,,부분(미승인),11,cheese
pizza toppings,pizza_topping,정확(수),11,
chai cream,,부분(미승인),11,cream
ground szechwan pepper,,부분(미승인),11,pepper
fresh seaweed,fresh_seaweed,정확,11,
additional strawberry,,부분(미승인),11,strawberry
cream brie cheese,,부분(미승인),11,cheese|cream
nutella chocolate hazelnut spread,,부분(미승인),11,hazelnut|nutella|chocolate
low-fat kielbasa,,부분(미승인),11,kielbasa
cherry heering,cherry_heering,정확,11,
chocolate bitters,,부분(미승인),11,chocolate
matzohs,matzoh,정확(수),11,
pignoli nut,pignoli_nut,정확,11,
chipotle pepper,chipotle_pepper,정확,11,
beef burgers,beef_burger,정확(수),11,
Licor,,부분(미승인),11,licor_43
cinnamon ice cream,,부분(미승인),11,cinnamon|cream|ice
Lemon Mayonnaise,,부분(미승인),11,mayonnaise|lemon
wholewheat bread,,부분(미승인),11,bread
black vodka,,부분(미승인),11,vodka
fluid ounces mayonnaise,,부분(미승인),11,mayonnaise
ground mild Italian sausage,,부분(미승인),11,sausage
gingerbread-flavored syrup,,부분(미승인),11,syrup
Wrapper,,부분(미승인),11,wonton_wrapper|spring_roll_wrapper|dumpling_wrapper
ghirardelli,,부분(미승인),11,ghirardelli_semi_sweet_chocolate_chip
fine grain sea salt,,부분(미승인),11,salt|grain
bread buns,,부분(미승인),11,bread
good mayonnaise,,부분(미승인),11,mayonnaise
Liquids,liquid,정확(수),11,
thai sweet chili sauce,thai_sweet_chili_sauce,정확,11,
fruit salsa,,부분(미승인),11,salsa|fruit
ghirardelli milk,,부분(미승인),11,milk
handful flat leaf parsley,,부분(미승인),11,parsley
caramel liqueur,,부분(미승인),11,caramel|liqueur
Pudding,pudding,정확,11,
YOGURT SAUCE,,부분(미승인),11,yogurt
nilla vanilla wafers,,부분(미승인),11,vanilla
butterscotch sundae sauce,butterscotch_sundae_sauce,정확,11,
ancho chili peppers,,부분(미승인),11,chili
Chimichurri sauce,chimichurri_sauce,정확,11,
LASAGNA,,부분(미승인),11,dry_lasagna_noodle|fresh_lasagna_noodle|no_boil_lasagna_noodle
fat-free evaporated milk,,부분(미승인),11,milk
COOKIE LAYER,,부분(미승인),11,cookie
turkish,,부분(미승인),11,turkish_bay_leaf|turkish_bread
chicken-flavored vegetarian seasoning,,부분(미승인),11,seasoning
steak fillets,steak_fillet,정확(수),11,
green goddess salad dressing,,부분(미승인),11,green
mild-flavored light molasses,,부분(미승인),11,molasses
package cheese,,부분(미승인),11,cheese
unflavored vodka,,부분(미승인),11,vodka
shredded lowfat mozzarella cheese,,부분(미승인),11,cheese
vegan shortening,,부분(미승인),11,shortening
california avocado,california_avocado,정확,11,
fluid ounces vegetable stock,,부분(미승인),11,vegetable|stock
fresh basil pesto,,부분(미승인),11,basil
california walnut,california_walnut,정확,11,
BAR,,부분(미승인),11,chocolate_candy_bar|butterfinger_candy_bar|skor_candy_bar
tbsps sugar,,부분(미승인),11,sugar
fresh baby dill,,부분(미승인),11,dill
green anaheim chilies,,부분(미승인),11,green|chilies
fresh sprigs thyme,,부분(미승인),11,thyme
sugar nonpareils,,부분(미승인),11,sugar
grated daikon radish,,부분(미승인),11,radish
soymilk lite,,부분(미승인),11,soymilk
herbal tea bags,herbal_tea_bag,정확(수),11,
mexican beer,mexican_beer,정확,11,
cinnamon-swirl bread,,부분(미승인),11,bread
liters cold water,,부분(미승인),11,water
gem,,부분(미승인),11,gem_lettuce
grana padano,grana_padano,정확,11,
sour cream pie crust,,부분(미승인),11,cream
soy tempeh,,부분(미승인),11,tempeh
TOMATO SALSA,,부분(미승인),11,tomato|salsa
lamb fat,,부분(미승인),11,lamb|fat
ripe banana,,부분(미승인),11,banana
amontillado sherry wine,,부분(미승인),11,wine
fresh string bean,,부분(미승인),11,string|bean
fava bean pods,,부분(미승인),11,bean
strong black coffee,strong_black_coffee,정확,11,
green shallot,,부분(미승인),11,green|shallot
CORN BREAD,,부분(미승인),11,corn|bread
lamb steak,lamb_steak,정확,11,
Marinade ingredients,,부분(미승인),11,marinade
lemon grass root,,부분(미승인),11,lemon
low-fat goat cheese,,부분(미승인),11,cheese
Blackening Seasoning,blackening_seasoning,정확,11,
fennel head,,부분(미승인),11,fennel
CHANTILLY CREAM,,부분(미승인),11,cream
light ale,,부분(미승인),11,ale
SUGAR SYRUP,sugar_syrup,정확,11,
daikon sprouts,daikon_sprout,정확(수),11,
green pesto sauce,,부분(미승인),11,green
whole wheat flour tortilla,,부분(미승인),11,tortilla|flour|wheat
Chicken Meatballs,,부분(미승인),11,chicken
rice pasta,,부분(미승인),11,pasta|rice
Chocolate filling,,부분(미승인),11,chocolate
dark chocolate cocoa powder,,부분(미승인),11,cocoa|chocolate
Vanilla Oil,vanilla_oil,정확,11,
Peanut Dipping Sauce,,부분(미승인),11,peanut
oolong tea,,부분(미승인),11,tea
fresh fettuccine pasta,,부분(미승인),11,pasta|fettuccine
Malibu coconut liqueur,,부분(미승인),11,liqueur|coconut
vienna,,부분(미승인),11,vienna_sausage
blanched spinach,,부분(미승인),11,spinach
pork riblets,,부분(미승인),11,pork
lambs lettuce,,부분(미승인),11,lettuce
WHITE SUGAR,white_sugar,정확,11,
HONEY BUTTER,honey_butter,정확,11,
apple wood,,부분(미승인),11,apple
shrimp crackers,,부분(미승인),11,shrimp
Range,,부분(미승인),11,free_range_egg|free_range_chicken
brunoise red pepper,,부분(미승인),11,pepper
vanilla chocolate chips,,부분(미승인),11,chocolate|vanilla
whole artichoke,,부분(미승인),11,artichoke
CHIMICHURRI,,부분(미승인),11,chimichurri_sauce
Tahini Dressing,,부분(미승인),11,tahini
cold sour cream,,부분(미승인),11,cream
LEMON VINAIGRETTE,lemon_vinaigrette,정확,11,
asian sesame oil,,부분(미승인),11,sesame|oil
hot cayenne pepper sauce,,부분(미승인),11,pepper|cayenne
chinese mustard,chinese_mustard,정확,11,
bran flake,bran_flake,정확,11,
bread machine flour,,부분(미승인),11,flour|bread
BISCOTTI,biscotti,정확,11,
Waffle,waffle,정확,11,
sweet grape tomatoes,,부분(미승인),11,grape
WONTONS,wonton,정확(수),11,
Peppercorn Sauce,,부분(미승인),11,peppercorn
sichuan peppercorn,,부분(미승인),11,peppercorn
non-hydrogenated shortening,,부분(미승인),11,shortening
chocolate drizzle,,부분(미승인),11,chocolate
whole wheat English muffin,whole_wheat_english_muffin,정확,11,
freshly squeezed ruby red grapefruit juice,,부분(미승인),11,grapefruit|juice
melt cheese,,부분(미승인),11,cheese
regular-size tea bags,,부분(미승인),11,tea
chickpea miso,,부분(미승인),11,chickpea|miso
crusty roll,,부분(미승인),11,roll
scotch whisky,scotch_whisky,정확,11,
coarse-ground polenta,,부분(미승인),11,polenta
MASCARPONE CREAM,,부분(미승인),11,cream|mascarpone
Serrano Ham,serrano_ham,정확,11,
orange-flavoured liqueur,,부분(미승인),11,liqueur
curly-leaf parsley,,부분(미승인),11,parsley
packets chili seasoning mix,,부분(미승인),11,seasoning|chili
green figs,,부분(미승인),11,green
silken soft tofu,,부분(미승인),11,tofu
lapsang souchong tea,,부분(미승인),11,tea
passion-fruit juice,,부분(미승인),11,juice
bacon lardons,,부분(미승인),11,lardons|bacon
anejo rum,,부분(미승인),11,rum
recipe secrets golden onion soup mix,,부분(미승인),11,onion|soup
Onion Cream Cheese,,부분(미승인),11,cheese|onion|cream
RAITA,raita,정확,11,
squid bodies,,부분(미승인),11,squid
bunches coriander,,부분(미승인),11,coriander
Ladyfinger cookies,,부분(미승인),11,ladyfinger
cocktail cherry,,부분(미승인),11,cherry
GREMOLATA,gremolata,정확,11,
Steamed jasmine rice,,부분(미승인),11,rice
heavy cream +,,부분(미승인),11,cream
red endive,,부분(미승인),11,endive
Garlic bread,garlic_bread,정확,11,
chilled Prosecco,,부분(미승인),11,prosecco
red Thai chili,,부분(미승인),11,chili
lime halves,,부분(미승인),11,lime
Green tea,green_tea,정확,11,
Garlic Mashed Potatoes,,부분(미승인),11,garlic
baguette rolls,,부분(미승인),11,baguette
sunflower butter,,부분(미승인),11,butter
Pasta of choice,,부분(미승인),11,pasta
Liquid honey,liquid_honey,정확,11,
Ground Rosemary,ground_rosemary,정확,11,
red chili flake,,부분(미승인),11,chili
Morel Mushrooms,,부분(미승인),11,morel
Broccoli stems,broccoli_stem,정확(수),11,
Freshly grated coconut,,부분(미승인),11,coconut
Crab,crab,정확,11,
MAPLE SYRUP,maple_syrup,정확,11,
Porcini,,부분(미승인),11,porcini_mushroom|dried_funghi_porcini|dried_porcini_mushroom
heavy Cream,heavy_cream,정확,11,
Cinnamon stick,cinnamon_stick,정확,11,
lemon juice $,,부분(미승인),11,juice|lemon
Fresh hot green chiles,,부분(미승인),11,green
Matzo Meal,matzo_meal,정확,11,
herb salad,,부분(미승인),11,herb
lime juice $,,부분(미승인),11,lime|juice
head of Bibb lettuce,,부분(미승인),11,lettuce
Pecan,pecan,정확,11,
flat leafed parsley,,부분(미승인),11,parsley
fresh jalapeño pepper,,부분(미승인),11,pepper
Reposado Tequila,,부분(미승인),11,tequila
Bread crusts,,부분(미승인),11,bread
Wooden Skewers,wooden_skewer,정확(수),11,
DRY MUSTARD,dry_mustard,정확,11,
Italian Herb Mix,,부분(미승인),11,herb
whole-wheat spaghetti,,부분(미승인),11,spaghetti
head of butter lettuce,,부분(미승인),11,butter|lettuce
Beef Roast,beef_roast,정확,11,
scotch bonnet,,부분(미승인),11,scotch
green crème,,부분(미승인),11,green
Korean chili paste,,부분(미승인),11,chili
White frosting,white_frosting,정확,11,
Fresh pasta,fresh_pasta,정확,11,
pork fat back,,부분(미승인),11,pork|fat
Italian fontina,,부분(미승인),11,fontina
Chicken Livers,chicken_liver,정확(수),11,
Green chile,,부분(미승인),11,green|chile
Dill Pickle,dill_pickle,정확,11,
Asadero,,부분(미승인),11,asadero_cheese
Whole Wheat flour,whole_wheat_flour,정확,11,
bread crumbs from,,부분(미승인),11,bread
Caramel syrup,caramel_syrup,정확,11,
vegetable Oil,vegetable_oil,정확,11,
handful of fresh coriander,,부분(미승인),11,coriander
best-quality red wine vinegar,,부분(미승인),11,vinegar|wine
Mix Lettuce,,부분(미승인),11,lettuce
vanilla bean scraped,,부분(미승인),11,bean|vanilla
Whitefish,,부분(미승인),11,smoked_whitefish
clam-tomato juice,,부분(미승인),11,juice
Chaat masala,,부분(미승인),11,masala
Sel,,부분(미승인),11,fleur_de_sel
Lemon grass,,부분(미승인),11,lemon
Green Bell pepper,green_bell_pepper,정확,11,
wildflower,,부분(미승인),11,wildflower_honey
Red currants,red_currant,정확(수),11,
Italian blend cheese,,부분(미승인),11,cheese
Fat Dressing,,부분(미승인),11,fat
Fresh Peach,,부분(미승인),11,peach
Chili Paste,chili_paste,정확,11,
Pulled Pork,,부분(미승인),11,pork
Swede,swede,정확,11,
Red beans,red_bean,정확(수),11,
trimmed beef chuck,,부분(미승인),11,beef|chuck
asiago,,부분(미승인),11,asiago_cheese
oatmeal uncooked,,부분(미승인),11,oatmeal
bread crums,,부분(미승인),11,bread
lemon - juiced,,부분(미승인),11,lemon
Sugar snap peas,sugar_snap_pea,정확(수),11,
Garlic Smashed,,부분(미승인),11,garlic
Mushroom Broth,mushroom_broth,정확,11,
seeded jalapeño pepper,,부분(미승인),11,pepper
Green apple,green_apple,정확,11,
Turkey sausage,turkey_sausage,정확,11,
Oilve Oil,,부분(미승인),11,oil
fresh brussels sprouts,fresh_brussels_sprout,정확(수),11,
pancetta slices,,부분(미승인),11,pancetta
Apple Chips,apple_chip,정확(수),11,
No salt,,부분(미승인),11,salt
sweet soppressata,,부분(미승인),11,soppressata
Hazelnut Flour,,부분(미승인),11,hazelnut|flour
Apricot brandy,apricot_brandy,정확,11,
Fresh pineapple,fresh_pineapple,정확,11,
Red liquid food coloring,,부분(미승인),11,liquid
Ground Fennel,ground_fennel,정확,11,
mince beef,,부분(미승인),11,beef
